abbrev,name
HCC,Coleman College
HCC,Hutchinson Community College
HCC,Highland Community College
HCC,Haywood Community College
HCC,Hopkinsville Community College
HCC,Halifax Community College
HCC,Henderson Community College
HCCC,Hudson County Community College
HCCC,Herkimer County Community College
HCCF,Housatonic Community College Foundation
HCCP,Honorable Company Of College Printers
HCCP,Health College Connection Program
HCCS,Houston Community College's
HCCS,Houston Community College
HCCS,Houston Community College System
HCDU,Harvard College Debating Union
HCDU,Howard College Debating Union
HCDU,Harvard College Debate Union
HCEM,Hermes College of Engineering and Management
HCET,Hitkarini College of Engineering and Technology
HCFA,Harvard College Faith and Action
HCFB,Harper College for Business
HCGES,Haifa Center for German and European Studies
HCHC,Hellenic College Holy Cross
HCHS,Hunter College High School
HCHS,Honors College Health Sciences
HCHS,Huntington College of Health Sciences
HCJC,Hwa Chong Junior College
HCLR,Harvard College Leadership Review
HCMC,Harvard College Marathon Challenge
HCO,Harvard College Observatory
HCOM,Heritage College of Osteopathic Medicine
HCPA,Hmong College Prep Academy
HCRP,Harvard College Research Program
HCSA,Honors College Student Association
HCSC,Hartwick College Staff Council
HCSC,Honors College Student Council
HCST,Hindustan College of Science and Technology
HCT,Higher College of Technology
HCT,Higher Colleges of Technology
HCT,Hasani College of Technology (Pakistan)
HCT,Hasani College of Technology
HEC,Haryana Engineering College
HECHS,Hidalgo Early College High School
HELIX,Health Entrepreneurship and LIfestyle Xchange
HETC,Harvest Education Technical College
HETC,Hooghly Engineering and Technology College
HFC,Henry Ford College
HFCC,Henry Ford Community College
HFEC,Henry Ford Early College
HGTC,Horry Georgetown Technical College
HGTC,Heart of Georgia Technical College
HGTC,Horry-Georgetown Technical College
HHC,Hutton Honors College
HHMC,Hahnemann Homoeopathic Medical College
HHP,College of Health and Human Performance
HHTC,Haven High Technology College
HIC,Hertfordshire International College
HILC,Hillsong International Leadership College
HINC,Haskell Indian Nations College
HIPC,Humanistic and Integrative Psychotherapy College
HKAC,Hong Kong Adventist College
HKCC,Hong Kong Community College
HKCD,Hong Kong College of Dermatologists
HKCR,Hong Kong College Of Radiologists
HKCT,Hong Kong College of Technology
HMC,Harvey Mudd College
HMDC,Hashmat Medical and Dental College
HMTCA,Hartford Magnet Trinity College Academy
HNCC,Hirachand Nemchand College of Commerce
HOT,Hayward Orientation Team
HPSC,Hampton Park Secondary College
HRASC,Hutatma Rashtriya Arts Science college
HRSFC,Hills Road Sixth Form College
HSBC,Hobe Sound Bible College
HSC,Hampden Sydney College
HSC,Hillfield Strathallan College
HSCI,Hispanic Student College Institute
HSFC,Havering Sixth Form College
HSFC,Hartlepool Sixth Form College
HSMC,High School Moorpark College
HTC,Hebrew Theological College
HTC,Highland Theological College
HTCS,High Tunstall College of Science
HTEC,High Tech Early College
HTIC,Hawaii Tokai International College
HTTC,Holy Trinity Teachers College
HTTC,Holy Trinity Teachers' College
HTTC,Higher Teacher Training College
HU,Home University
HUCA,Hebrew Union College Annual
HUCOM,Hadramout University College of Medicine
HUCOM,Hadhramout Uni College of Medicine
HUCP,Hebrew Union College Press
HVCC,Hudson Valley Community College
HWC,Harold Washington College
HWSC,Hobart and William Smith Colleges
IABCS,International Association of Baptist Colleges and Schools
IABCS,International Association of Bible Colleges and Seminaries
IABCS,International Association of Bible Colleges Seminaries
IAC,Iowa Agricultural College
IACCS,International Association of Christian Colleges and Schools
IADC,Inter American Defense College
IADC,Inter-American Defense College
IBC,Illinois Benedictine College
IBC,International Business College
IBC,Isaac Breuer College
IBCM,International Business College Mitrovica
IBCS,International Baptist College and Seminary
IBEC,Isaac Bear Early College
IBIT,"Institute for Business and Industry Training, North Central Michigan College"
IBLT,"Institute for Business, Law, and Technology, Touro College"
IBTC,International Boatbuilding Training College
IC,Imperial College
IC,Illinois College
ICA,International College Albena
ICAA,Independent College Advancement Associates
ICAF,Industrial College of the Armed Forces
ICAN,Iowa College Access Network
ICAP,Iowa College Americorps Program
ICAS,Ilahia College of Arts and Science
ICB,Islamabad College for Boys
ICB,International College of Broadcasting
ICB,International College Beijing
ICB,Ithaca College Broadcasting
ICBS,Imperial College Business School
ICBT,International College of Business and Technology
ICC,Illinois Central College
ICC,Itawamba Community College
ICC,Itawamba Community College's
ICC,Itasca Community College
ICC,Independence Community College
ICCC,Iowa Central Community College
ICCC,Imperial College Canoe Club
ICCC,Imperial College Caving Club
ICCC,Imperial College Chamber Choir
ICCD,Institute for Community College Development
ICCS,Implementing College and Career Standards
ICCW,Islamabad Commerce College for Women
ICD,International College of Dentists
ICDI,International College of Digital Innovation
ICEA,Indiana College English Association
ICEAS,IMPACT College of Engineering Applied Sciences
ICEF,International College of Economics and Finance
ICEM,International College of Engineering and Management
ICEP,Illinois College of Emergency Physicians
ICET,Ilahia College of Engineering and Technology
ICF,Inter-College Fellowship
ICGC,Imperial College Gliding Club
ICGP,Irish College of General Practitioners
ICGS,International College And Graduate School
ICGS,Ional College Graduate School
ICIS,Imperial College Information Systems
ICL,Imperial College London
ICLA,International College of Liberal Arts
ICLA,Ithaca College Los Angeles
ICMC,Indiana College Mathematics Competition
ICMC,Inter College Music Competition
ICMO,International College of Massage Online
ICMS,"International College of Management, Sydney"
ICMT,International College of Metaphysical Theology
ICMU,Indian College of Medical Ultrasound
ICN,Indiana College Network
ICNL,Ithaca College Natural Lands
ICO,International College for Officers
ICOC,International College of Cosmetology
ICOFP,International College Of Financial Planning
ICOFP,International College Of Financial
ICOG,Imperial College Organic Geochemistry
ICOM,Idaho College of Osteopathic Medicine
ICOU,International College Osaka University
ICP,International College of Prosthodontists
ICPA,Illinois College Press Association's
ICPA,Illinois College Press Association
ICPM,International College of Psychosomatic Medicine
ICPM,Illinois College of Podiatric Medicine
ICQA,International College of Queensland Australia
ICRTC,Imperial College Renal and Transplant Centre
ICSC,"Islamia College of Science and Commerce,"
ICSJ,International College Subang Jaya
ICSM,Imperial College School of Medicine
ICSO,Imperial College Symphony Orchestra
ICSP,In-College Scholarship Program
ICSS,International College for Security Studies
ICSS,Innis College Student Society
ICST,Imperial College of Science and Technology
ICSV,Institute on College Student Values
ICT,Interactive College of Technology
ICT,Inter-College Transfer
ICTA,Imperial College of Tropical Agriculture
ICU,Indigent College Unit
ICU,Imperial College Union
ICUF,Independent Colleges and Universities of Florida
ICUF,Independent Colleges Universities of Florida
ICUM,Independent Colleges and Universities of Missouri
ICUP,Islamia College University Peshawar
ICVP,International College of Veterinary Pharmacy
ICW,Independent Colleges of Washington
ICWS,International College Wales Swansea
IDAP,International Degree Access Program
IECC,Illinois Eastern Community Colleges
IECC,Intensive English for College and Careers
IECE,International Educators of the College of Education
IECT,IPRC East college of Technology
IFAC,International Fine Arts College
IFBC,Indiana Fundamental Bible College
IFCS,Insurance For College Students
IGLAP,Industry and Government Linkage with Academe Program
IGSC,International Grammar School & College
IHC,International Hockey College
IHCC,Indian Hills Community College
IHCC,Inver Hills Community College
IIC,International Islamic College
IIW,International Welding Institute
IJCE,Infant Jesus College Of Engineering
IKC,International Kinesiology College
IKTMC,Islamic Kasim Tuet Memorial College
ILC,Immanuel Lutheran College
ILCC,Iowa Lakes Community College
IMACC,Illinois Mathematics Association of Community Colleges
IMCB,Islamabad Model College for Boys
IMCC,Iligan Medical Center College
IMCF,International Music College Freiburg
IMCO,International Maritime College Oman
IMPACT,Impelling Manpower Practice And College Together
IMSA,Illinois Mathematics and Science Academy
INCA,Iloilo National College of Agriculture
INCLS,Ishmael Nedziwe College of Labour Studies
INSC,International Nathiagali Summer College
INTEC,"International Education College, Malaysia"
IO,Institute Of
IOC,International Open College
IOCE,International Open College of Ethiopia
IOTM,"Institute of Therapeutic Massage (Lima, Ohio)"
IRCC,Indian River Community College
IRCF,Illinois Regional College Fairs
IRSC,Indian River State College
IRSC,Indian River State College's
IRTC,Industrial Refrigeration Technical College
ISARC,Indian Student Association of Rivier College
ISBC,International Spa and Beauty College
ISCA,Isabela State College of Agriculture
ISDC,International Security Defense College
ISDC,Iswar Saran Degree College
ISMC,Ibn Sina Medical College
ITCC,International Theological Correspondence College
ITCCI,Ivy Tech Community College of Indiana
ITWC,Ivy Tech State College
IVBC,International Victory Bible College
IVC,Irvine Valley College
IVC,Imperial Valley College
IVCC,Illinois Valley Community College
IWC,Iowa Wesleyan College
IWCC,Iowa Western Community College
JACC,Journalism Association of Community Colleges
JACC,Journal of the American College of Cardiology
JACCD,Joyce Ababio College Of Creative Design
JACD,Journal of the American College of Dentists
JACR,Journal of the American College of Radiology
JACS,Journal of the American College of Surgeons
JALC,John A. Logan College
JALC,John A Logan College
JAMC,Journal of Ayub Medical College
JARCC,Journal of Applied Research in the Community College
JBC,Johnson Bible College
JBC,Judson Baptist College
JBC,John Bosco College
JBC,Jamestown Business College
JBCD,Journal of Baghdad college of dentisrty
JBCE,Jefri Bolkiah College of Engineering
JBSC,Joseph Banks Secondary College
JC,Junior College
JC,Juniata College
JC,Jamestown College
JCA,Jordan College of the Arts
JCAST,Jordan College of Agricultural Sciences and Technology
JCBC,Jesus College Boat Club
JCBS,Jefferson College of Biomedical Sciences
JCC,Jackson Community College
JCC,Jefferson Community College
JCC,Junior College Committee
JCC,Jamestown Community College
JCC,Johnston Community College
JCC,Joliet Community College
JCCC,Johnson County Community College
JCCLC,Jogesh Chandra Chaudhuri Law College
JCE,Jerusalem College of Engineering
JCEE,Joint College Entrance Exam
JCEE,Joint College Entrance Examination
JCET,Jiangsu College of Engineering and Technology
JCET,Jayam College of Engineering and Technology
JCET,Jawaharlal College of Engineering and Technology
JCFL,Japan College of Foreign Languages
JCFL,Japan College of Foreign Langauge
JCG,Jersey College for Girls
JCGS,Jefferson College of Graduate Studies
JCGS,Jackson College of Graduate Studies
JCHS,Jefferson College of Health Sciences
JCIE,Jiangsu College for International Education
JCIT,Japanese College of Intravenous Therapy
JCJC,Jones County Junior College
JCJC,Jones County Junior Colleges
JCLL,Journal of College Literacy and Learning
JCMA,Juniata College Museum of Art
JCN,Joint Colleges Nursery
JCPSC,Jalalabad Cantonment Public School and College
JCR,Junior College Room
JCSR,Journal of College Student Retention
JCSW,Japan College of Social Work
JCT,Jerusalem College of Technology
JCTC,Jobs & Career Training College
JCTC,Jefferson Community and Technical College
JCTC,Jefferson Community Technical College
JCV,Judicial College of Victoria
JDCC,Jefferson Davis Community College
JDCI,Jasoda Devi Colleges & Institutions
JDMC,Janki Devi Memorial College
JDMC,Journal of Dhaka Medical College
JEC,Jorhat Engineering College
JGCC,Joypurhat Girls' Cadet College
JGEC,Jalpaiguri Government Engineering College
JHC,Jaffna Hindu College
JHNCC,John Henry Newman Catholic College
JIC,Jakarta International College
JIC,Jubail Industrial College
JIC,Jeddah International College
JIMC,Jahurul Islam Medical College
JIMCH,Jahurul Islam Medical College & Hospital
JJC,Joliet Junior College
JJC,Jurong Junior College
JJC,John Jay College
JJC,Joliet Jr College
JKC,"James Kerney Campus, Mercer County Community College"
JKC,John Kennedy College
JMC,Jefferson Medical College
JMC,James Madison College
JMTC,"Justo Mwale Theological College, Lusaka, Zambia"
JNCE,Narayan College of Engineering
JNCT,Jai Narain College Of Technology
JNCT,Jai Narayan College of Technology
JNCT,Jai Narain College of
JNCW,Jawaharlal Nehru College for Women
JNEC,Jawaharlal Nehru Engineering College
JNMC,Jawaharlal Nehru Medical College
JNNCE,Jawaharalal Nehru National College of Engineering
JNNCE,Jawaharlal Nehru National College of Engineering
JNVRM,"Jawahar Navodaya Vidyalaya, Ranti, Madhubani"
JOCC,Journal of College Counseling
JPEC,Jackson Preparatory and Early College
JPIC,John Paul International College
JRC,Jose Rizal College
JRCALC,Joint Royal Colleges Ambulance Liaison Committee
JRCPE,Journal of the Royal College of Physicians of Edinburgh
JRMC,Journal of Rawalpindi Medical College
JSC,Johnson State College
JSCC,Jackson State Community College
JSCC,Jefferson State Community College
JSCC,James Sprunt Community College
JSCE,Jayawantrao Sawant College of Engineering
JSDC,Joint Service Defence College
JSMC,Jefferson State Medical College
JSMJC,Juan Sumulong Memorial Junior College
JSZMC,Journal of Sheikh Zayed Medical College
JTC,John the Twenty-Third College
JTCC,John Tyler Community College
JTTC,Jimma Teachers Training College
JTTC,Jerusa Teachers Training College
JUC,Jerusalem University College
JUCO,Junior College
JVTC,JITA Vocational Training College
JWC,John Wesley College
JWC,John Witherspoon College
JWCC,John Wood Community College
KACE,Kansas Association of Colleges and Employers
KASC,Kongu Arts and Science College
KASC,Kalinga Apayao State College
KAUST,King Abdullah University of Science & Technology
KBC,Knox Beauty College
KBN,Kakaraparti Bhavanarayana College
KBNC,Kakaraparti Bavanarayana College
KC,Keuka College
KC,Kingston College
KC,King's College
KCAD,Kendall College of Art and Design
KCAET,Kelappaji College of Agricultural Engineering and Technology
KCAST,"Kapalong College of Arts, Science and Technology"
KCC,Kingsborough Community College
KCC,Kapiolani Community College
KCC,Kellogg Community College
KCC,Kensington and Chelsea College
KCC,Kiangsu-Chekiang College
KCC,Kauai Community College
KCC,Klamath Community College
KCC,Kankakee Community College
KCC,Kobe College Corporation
KCE,Karpagam College of Engineering
KCFH,Kenyon College Field Hockey
KCGMC,Kalpana Chawla Government Medical College
KCGMC,Kalpana Chawla Govt Medical College
KCGMC,Kalpana Chawala Government Medical College
KCKCC,Kansas City Kansas Community College
KCL,Kingwood College Library
KCL,King's College London
KCL,"King's College, London"
KCL,Kings College London
KCL,Kings College
KCLSU,King's College London Students' Union
KCMC,Kilimanjaro Christian Medical College
KCMC,Kwai Chung Methodist College
KCMHR,King's College Military Health Research
KCOM,Kirksville College of Osteopathic Medicine
KCR,College Radio
KCS,King’s College School
KCSBC,King's College School Boat Club
KCSU,King's College Student Union
KCT,Kumaraguru College of Technology
KCTCS,Kentucky Community and Technical College System
KCW,Kauthar College for Women
KEC,Krishna Engineering College
KEC,Kantipur Engineering College
KEC,Kumaon Engineering College
KECSS,Kingsborough Early College Secondary School
KFCC,Kingdom Fire Christian College
KFCDC,Kao Fong College of Digital Contents
KGCOE,Kate Gleason College Of Engineering
KGEC,Kalyani Government Engineering College
KHC,Kilachand Honors College
KIC,Kyonggi International College
KIPS,Karachi Institute of Professional Studies
KJCCC,Kansas Jayhawk Community College Conference
KKC,Kennedy King College
KLC,King Ling College
KLCE,Koneru Lakshmaiah College of Engineering
KLMUC,Kuala Lumpur Metropolitan University College
KMBC,Kentucky Mountain Bible College
KMCC,Kings Manor Community College
KMCIC,Kasturba Medical College International Center
KMDC,Karachi Medical and Dental College
KMDC,Karachi Medical Dental College
KMTC,Kenya Medical Training College
KNC,Kamala Nehru College
KPC,Kenai Peninsula College
KRCE,K Ramakrishnan College of Engineering
KSC,Keene State College
KSR,K. S. Rangasamy College of Engineering
KTC,Kemnal Technology College
KTC,Karnataka Theological College
KTC,KIPP Through College
KTCS,Kachin Theological College and Seminary
KTMC,Kwun Tong Maryknoll College
KVCC,Kalamazoo Valley Community College
KVCC,Kennebec Valley Community College
KWC,Kentucky Wesleyan College
LAC,Liberal Arts College
LAC,Longburn Adventist College
LAC,Lewiston Auburn College
LACC,Los Angeles College of Chiropractic
LACC,Los Angeles City College
LACC,London American City College
LACCD,Los Angeles Community College District
LAHC,Los Angeles Harbor College
LAMC,Los Angeles Mission College
LAMC,Los AngelesMission College
LAP,Learning Assistance Program
LAPC,Los Angeles Pierce College
LASC,Los Angeles Southwest College
LATTC,Los Angeles Trade–Technical College
LAVC,Los Angeles Valley College
LBC,Lancaster Bible College
LBCC,Linn-Benton Community College
LBCC,Long Beach City College
LBCE,Lakkireddy Balireddy College of Engineering
LBCP,Long Beach College Promise
LBTC,Lusaka Business and Technical College
LC,Luther College
LCAD,Laguna College Of Art And Design
LCAD,Laguna College of Art Design
LCAF,London College of Accounting and Finance
LCAM,London College of Advanced Management
LCAN,Lenawee College Access Network
LCAN,Local College Access Networks
LCAT,Lafayette College Area Transportation
LCAT,Linfield College Activities Team
LCB,Lundquist College of Business
LCBA,Laguna College of Business and Arts
LCBS,London College of Business Sciences
LCBT,London College of Beauty Therapy
LCBT,Lumpkin College of Business and Technology
LCC,Lansing Community College
LCC,La Consolacion College
LCC,Liverpool Community College
LCC,Lithuanian Christian College
LCC,Laredo Community College
LCC,Lower Columbia College
LCC,Leeward Community College
LCC,London College of Communication
LCC,Lane Community College
LCC,Laredo Community College's
LCC,Lamar Community College
LCC,Lassen Community College
LCC,Labette Community College
LCC,Luna Community College
LCCA,London College of Contemporary Arts
LCCC,Last Chance Community College
LCCF,Linda Christas College Fund
LCCH,London College of Clinical Hypnosis
LCCM,La Consolacion College Of Manila
LCCM,La Consolacion College Manila
LCCP,Lake Charles College Prep
LCCRC,Lake City College and Research Centre
LCCW,Life Chiropractic College West
LCF,London College of Fashion
LCF,London College of Fashion's
LCIT,London College of Information
LCIV,LaSalle College International Vancouver
LCLA,Latino College Leadership Alliance
LCLA,Linfield College Latinos Adelante
LCLM,London College of Law and Management
LCM,London College of Music
LCMD,Liaquat College of Medicine and Dentistry
LCON,Leach College Of Nursing
LCON,Loewenberg College Of Nursing
LCPA,Latino College Preparatory Academy
LCPA,Latino College Prep Academy
LCPA,Lincoln College Preparatory Academy
LCPA,Lighthouse College Preparatory Academy
LCPA,Leadership College Preparatory Academy
LCPA,Leicester College of Performing Arts
LCPE,Loughborough College of Physical Education
LCSA,Lethbridge College Students Association
LCSC,Lewis–Clark State College
LCW,Lander College for Women
LDCC,Louisiana Delta Community College
LDCE,Lalbhai Dalpatbhai College of Engineering
LDCE,L D College of Engineering
LDCE,Lalbhai Dalpatram College of Engineering
LDUC,Lovisenberg Diaconal University College
LEC,Lake Erie College
LEC,Lee Early College
LECOM,Lake Erie College of Osteopathic Medicine
LECOM,Lake Erie College of Medicine
LEFO,Lovis Enogheghase Francis Osaigbovo
LFBC,Living Faith Bible College
LFC,Lake Forest College
LFC,La Fortuna College
LFCC,Lord Fairfax Community College
LFDC,Little Flower Degree College
LFJC,Little Flower Junior College
LFT,Letter For Teachers
LGCR,Land Grant College Review
LGTC,Lao German Technical College
LHMC,Lady Hardinge Medical College
LHMC,London Hospital Medical College
LIC,Liverpool International College
LICC,Liberia International Christian College
LICET,Loyola ICAM College of Engineering and Technology
LICET,Loyola-ICAM College of Engineering and Technology
LICH,Long Island College Hospital
LICH,London International College of Homeopathy
LIHC,Lloyd International Honors College
LIHC,Leadership Institute at Harvard College
LIPC,Leicester International Pathway College
LKL,Lake Land College
LL,Likely Letter
LLCC,Lincoln Land Community College
LLTC,Leech Lake Tribal College
LMC,Lancaster and Morecambe College
LMC,Lon Morris College
LMC,Lees McRae College
LMC,Lake Michigan College
LMC,Los Medanos College
LMCF,Latino Multicultural College Fair
LMCL,Lord Mahavira College of Law
LMCP,L M College of Pharmacy
LMCP,Lallubhai Motilal College of Pharmacy
LMDC,Lahore Medical Dental College
LMEC,Latha Mathavan Engineering College
LNC,Language in the New Capitalism (college courses)
LNCP,Lakshmi Narain College of Pharmacy
LNCP,Lakshmibai National College for Physical
LNCP,Luther North College Prep
LNCPE,Lakshmibai National College of Physical Education
LNCT,Lakshmi Narain College of Technology
LNCTJ,"Lakshmi Narain College of Technology, Jabalpur"
LOC,LeMoyne-Owen College
LOC,LeMoyne Owen College
LOCF,London Open College Federation
LPC,Las Positas College
LPC,Life Pacific College
LPTC,Little Priest Tribal College
LRC,La Roche College
LRC,Lenoir-Rhyne College
LRCC,Lakes Region Community College
LRCCD,Los Rios Community College District
LRCS,Licentiate of the Royal College of Surgeons
LRSC,Lake Region State College
LSC,Lyndon State College
LSC,Lone Star College
LSC,Lake Superior College
LSCC,Lawson State Community College
LSCCT,La Salle College Computer Team
LSCP,Lord Shiva College of Pharmacy
LSCS,Lone Star College System
LSEC,London South East Colleges
LSM,Leading Students Memories
LSSC,Lake Superior State College
LSSC,Lake Sumter State College
LSTC,Linn State Technical College
LTBC,Luanshya Technical and Business College
LTC,Lakeshore Technical College
LTC,Louisiana Technical College
LTC,Lincoln Trail College's
LTC,Lincoln Trail College
LTCC,Lake Tahoe Community College
LTCE,Lokmanya Tilak College of Engineering
LTCL,Licentiate of Trinity College London
LTCOE,Lokmanya Tilak College Of Engineering
LTTC,London Teacher Training College
LUCOM,Liberty University College of Osteopathic Medicine
LVC,Lebanon Valley College
LVC,Linton Village College
LVEC,Lord Venkateshwara Engineering College
LVEC,Lord Venkateshwaraa Engineering College
LWC,Lindsey Wilson College
LWLC,Living Waters Lutheran College
MAC,Michigan Agricultural College
MACC,Moberly Area Community College
MACC,Maryland Association of Community Colleges
MACC,Mexican American Catholic College
MACE,Mar Athanasius College of Engineering
MACET,Maulana Azad College of Engineering and Technology
MACET,Maharaja Agrasen College of Engineering and Technology
MACJC,Mississippi Association of Community & Junior Colleges
MACP,"Master, American College of Physicians"
MACR,Massachusetts Alliance of College Republicans
MACRA,Mid Atlantic College Reading Association
MACS,Mississippi Affordable College Savings
MACT,Maulana Azad College of Technology
MAGIC,Maximizing Academic Growth In College
MAHS,Malaysian Academy of Han Studies
MAMC,Maulana Azad Medical College
MAMC,Maharaja Agrasen Medical College
MAMC,"Maharaja Agrasen Medical College,"
MAO,Mohammedan Anglo-Oriental
MARCA,Master of Arts Royal College of Art
MASC,Marketing Association of Seneca College
MATC,Madison Area Technical College
MATC,Milwaukee Area Technical College
MATC,Manhattan Area Technical College
MATC,Mountainland Applied Technology College
MBC,Mary Baldwin College
MBC,Manila Business College
MBC,Morris Brown College
MBC,Moreton Bay College
MBC,Mandurah Baptist College
MBCBC,Mennonite Brethren Centenary Bible College
MBCC,Massachusetts Bay Community College
MBCC,Mass Bay Community College
MBCET,Mar Baselios College of Engineering and Technology
MBCN,Mar Baselios College of Nursing
MBCW,Mary Baldwin College for Women
MBDC,Mar Baselios Dental College
MBEC,Maha Barathi Engineering college
MBRO,Middlesbrough College
MBSC,Mohammad Bin Salman College
MC,Medical College
MC,Montgomery College
MC,Military Colleges
MCA,Memphis College of Art
MCA,Michigan Colleges Alliance
MCAAD,Massachusetts College of Art and Design
MCAB,Middlebury College Activities Board
MCAB,Middlebury College's Activities Board
MCAC,Minnesota College Athletic Conference
MCAD,Minneapolis College of Art and Design
MCAM,Mills College Art Museum
MCAN,Michigan College Access Network
MCAN,Montana College Access Network
MCAST,"Malta College of Arts, Science and Technology"
MCAT,Medical College Admission Test
MCAT,Medical College Admissions Test
MCAT,Meme College Admissions Test
MCB,Mara College Banting
MCB,Monfort College of Business
MCBC,Mid Cities Barber College
MCBC,Michigan College Bass Circuit
MCBC,Mansfield College Boat Club
MCC,Mott Community College
MCC,Maysville Community College
MCC,Metropolitan Community College
MCC,Mesa Community College
MCC,Manchester Community College
MCC,McHenry County College
MCC,Meridian Community College
MCC,Monroe Community College
MCC,Middlesex Community College
MCC,Muskegon Community College
MCC,Marshalltown Community College
MCC,McLennan Community College
MCC,Macomb Community College
MCC,Mohave Community College
MCC,Monroe Community College Monroe Community College
MCC,Middlesex County College
MCC,Manhattan Christian College
MCC,Muscatine Community College
MCC,Madisonville Community College
MCC,Morgan Community College
MCC,Montcalm Community College
MCCA,Mississippi Commission on College Accreditation
MCCA,Michigan Community College Association
MCCA,Missouri Community College Association
MCCAA,Michigan Community College Athletic Association
MCCAC,Missouri Community College Athletic Conference
MCCB,Mississippi Community College Board
MCCB,Michigan Community College Biologists
MCCB,Mount Carmel College of Baler
MCCC,Mercer County Community College
MCCC,Macomb County Community College
MCCC,Montgomery County Community College
MCCC,Monroe County Community College
MCCC,Massachusetts Community College Council
MCCCD,Maricopa County Community College District
MCCD,Marin Community College District
MCCD,Maricopa Community College District
MCCI,Millon College Counseling Inventory
MCCMS,Mayo Clinic College of Medicine and Science
MCCP,MESA Community College Programs
MCCP,MESA Community College Program
MCCP,Midwest College of Clinical Pharmacy
MCCP,Midwest College of
MCCS,Maine Community College System
MCCSA,Metropolitan Catholic Colleges Sports Association
MCE,Malnad College of Engineering
MCE,Morgridge College of Education
MCEC,Montgomery County Early College
MCEM,Membership of College of Emergency Medicine
MCEME,Military College of Electronics and Mechanical Engineering
MCEME,Military College of Electronics Mech Engg
MCEME,Military College of Electronic and Mechanical Engineering
MCET,Mohandas College of Engineering and Technology
MCFD,Malta College of Family Doctors
MCFF,Maricopa Colleges Faculty Foundation
MCFF,My College Fact Finder
MCFT,Maritime College of Forest Technology
MCG,Mahinda College Galle
MCG,Medical College of Georgia
MCHP,Maine College of Health Professions
MCHS,Mercy College of Health Sciences
MCHS,Middle College High School
MCIPO,Marist College Institute for Public Opinion
MCIPO,Muhlenberg College Institute of Public Opinion
MCIT,Montreal College of Information Technology
MCKK,Malay College Kuala Kangsar
MCLA,Massachusetts College Of Liberal Arts
MCMA,Missouri College Media Association
MCMIC,Modern City Montessori Intermediate College
MCMIT,Modern College of Management and Information Technology
MCNC,Middle College National Consortium
MCNS,Marist College North Shore
MCO,Medical College of Ohio
MCO,Massachusetts Colleges Online
MCO,Mass Colleges Online
MCO,Michigan Colleges Online
MCOB,Mitchell College of Business
MCOB,Miller College of Business
MCOB,Mendoza College Of Business
MCODS,Manipal College Of Dental Sciences
MCOM,Midwest College of Oriental Medicine
MCOP,Modern College of Pharmacy
MCOW,Medical College Of Wisconsin
MCP,Medical College of Pennsylvania
MCPA,Minnesota College Professionals Association
MCPA,Michigan College Personnel Association
MCPA,Massachusetts College Personnel Association
MCPA,Maryland College Personnel Association
MCPH,Medical College of Pennsylvania Hospital
MCPM,Multan College of Physiotherapy Multan
MCPS,Member of College of Physicians and Surgeons
MCPS,Membership of College of Physicians and Surgeons
MCPS,Member of College of Physicians & Surgeons
MCPTA,Musaeus College Past Teachers Association
MCR,Medical College Road
MCR,Meets College Requirements
MCRC,Middlebury College Rugby Club
MCRP,Minority College Relations Program
MCSOL,Mississippi College School Of Law
MCSP,Matched College Savings Plan
MCSP,Matched College Savings Program
MCSS,Mannix College Students' Society
MCSW,Manitoba College of Social Workers
MCTA,Maryland College Testing Association
MCTC,Minneapolis Community and Technical College
MCTC,Maysville Community and Technical College
MCTC,Middle College for Technology Careers
MCU,Medical College of Wisconsin
MCV,Medical College of Virginia
MCV,Medical College of
MCW,Medical College of Wisconsin
MCW,Medical College of Wisconsin's
MCW,Medical College of
MDC,Miami Dade College
MDCC,Mississippi Delta Community College
MDCC,Miami Dade Community College
MDLC,My Distance Learning College
MDTC,Montreal Diocesan Theological College
MDTC,Monks' Dyke Tennyson College
MEC,Medgar Evers College
MEC,Middle East College
MECA,Modified Early College Academy
MECBC,Murray Edwards College Boat Club
MECC,Mountain Empire Community College
MECHS,Mission Early College High School
MFAC,Matthew Flinders Anglican College
MFGC,Mariyappa First Grade College
MFUCTO,Maharashtra Federation of University and College Teachers Organisation
MFUCTO,Maharashtra Federation of University and College Teachers Organization
MGAC,Muthurangam Govt Arts College
MGC,Middle Georgia College
MGC,Marlborough Girls' College
MGC,Marlborough Girls College
MGC,Melbourne Girls' College
MGC,Melbourne Girls College
MGCC,Mymensingh Girls' Cadet College
MGCL,Mar Gregorios College Of Law
MGSC,Middle Georgia State College
MGSC,Mentone Girls' Secondary College
MGTC,Middle Georgia Technical College
MHC,Mars Hill College
MHC,Mount Holyoke College
MHCC,Mt Hood Community College
MHCC,Mt Hood Community College's
MICA,Maryland Institute College of Art
MICA,Mackintosh International College Australia
MIMIC,Making Industry Meaningful In College
MJC,Modesto Junior College
MJC,Military junior colleges
MJCE,Mahaveera Jain College of Engineering
MJCE,Mahatma Junior College of Education
MJCET,Muffakham Jah College of Engineering and Technology
MJSC,MARA Junior Science College
MKCE,M Kumarasamy College Of Engineering
ML,Mathematics Laboratory
MLBMC,Maharani Laxmi Bai Medical College
MLC,Methodists Ladies College
MLC,Melbourne Ladies College
MLC,Martin Luther College
MLC,Methodist Ladies College
MLCPA,Mickey Leland College Preparatory Academy
MLIC,My Life Is College
MLJCC,MISS-LOU Junior College Conference
